id_hecho,cantidad_victimas,fecha,anio,mes,dia,hora,franja_horaria,lugar_hecho,tipo_calle,comuna,latitud,longitud,participantes,victima,acusado
2018-0075,1,2018-07-15,2018,7,15,7:30:00,7,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,14,-34.58129246,-58.40367321,PEATON-AUTO,PEATON,AUTO
2018-0076,1,2018-07-16,2018,7,16,9:30:00,9,"Chavez, Jorge y Paz, Gral. Av.",CALLE,9,-34.65014993,-58.52932872,AUTO-CARGAS,AUTO,CARGAS
2018-0077,1,2018-07-16,2018,7,16,23:15:00,23,"Urquiza, Gral. y Estados Unidos",CALLE,3,-34.62126274,-58.40917826,AUTO-CARGAS,AUTO,CARGAS
2018-0078,1,2018-07-21,2018,7,21,6:15:00,6,Paraguay y Sánchez De Bustamante,CALLE,2,-34.59473294,-58.41264127,PEATON-AUTO,PEATON,AUTO
2018-0079,1,2018-07-23,2018,7,23,7:15:00,7,"De Los Corrales Av. y Paz, Gral. Av.",AVENIDA,9,-34.66977709,-58.50877521,PEATON-CARGAS,PEATON,CARGAS
2018-0080,1,2018-07-25,2018,7,25,22:22:00,22,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,9,-34.6590353,-58.51232237,PEATON-AUTO,PEATON,AUTO
2018-0081,1,2018-07-29,2018,7,29,6:30:00,6,Castañares Av. y Rivera Indarte Av.,AVENIDA,7,-34.64567171,-58.44744156,MULTIPLE,PEATON,MULTIPLE
2018-0082,1,2018-08-01,2018,8,1,15:53:00,15,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,9,-34.65869968,-58.49441273,MOTO-CARGAS,MOTO,CARGAS
2018-0083,1,2018-08-02,2018,8,2,5:20:00,5,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,8,-34.69153196,-58.47976785,MOTO-CARGAS,MOTO,CARGAS
2018-0084,1,2018-08-03,2018,8,3,7:25:00,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,1,-34.62260331,-58.36523349,PEATON-CARGAS,PEATON,CARGAS
2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,3,-34.62704273,-58.39118948,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0086,1,2018-08-10,2018,8,10,21:44:00,21,Directorio Av. y Guardia Nacional,AVENIDA,9,-34.65015854,-58.49019551,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0087,1,2018-08-15,2018,8,15,19:20:00,19,Pavon Av. Y Colombres,AVENIDA,5,-34.63023775,-58.41644362,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0088,1,2018-08-17,2018,8,17,16:36:00,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,AVENIDA,12,-34.5497951,-58.5007381,MOTO-CARGAS,MOTO,CARGAS
2018-0089,1,2018-08-17,2018,8,17,17:56:00,17,Pichincha Av. y Brasil,AVENIDA,4,-34.63036565,-58.39626094,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0090,1,2018-08-18,2018,8,18,10:34:00,10,27 De Febrero Av. y Pergamino,AVENIDA,8,-34.67051543,-58.43284809,MOTO-AUTO,MOTO,AUTO
2018-0091,1,2018-08-19,2018,8,19,18:47:00,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,9,-34.63659934,-58.52280139,AUTO-AUTO,AUTO,AUTO
2018-0092,1,2018-08-20,2018,8,20,08:20:00,8,Cordoba Av. y Gascon,AVENIDA,14,-34.59774487,-58.4233693,MOTO-AUTO,MOTO,AUTO
2018-0093,1,2018-08-20,2018,8,20,08:41:00,8,15 De Noviembre De 1889 1513,CALLE,1,-34.63105973,-58.38691681,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0094,1,2018-08-23,2018,8,23,05:35:00,5,"Salguero, Jeronimo y Beruti",CALLE,14,-34.5857988,-58.4116902,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0095,1,2018-08-26,2018,8,26,00:59:00,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,9,-34.65117757,-58.46739825,AUTO-AUTO,AUTO,AUTO
2018-0096,1,2018-08-31,2018,8,31,22:20:00,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,8,-34.67152226,-58.44483258,PEATON-AUTO,PEATON,AUTO
2018-0097,1,2018-09-02,2018,9,2,10:50:00,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,8,-34.66128115,-58.43254025,AUTO-MOVIL,AUTO,OTRO
2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,AVENIDA,8,-34.69640164,-58.47199387,AUTO-AUTO,AUTO,AUTO
2018-0099,1,2018-09-12,2018,9,12,14:25:00,14,Rivadavia Av. y Pedernera,AVENIDA,7,-34.62925068,-58.46411215,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0100,1,2018-09-20,2018,9,20,10:30:00,10,Elvira Rawson de Dellepiane 150,AVENIDA,1,-34.62367156,-58.36217754,MOTO-AUTO,MOTO,AUTO
2018-0101,1,2018-09-21,2018,9,21,00:15:00,0,"Paz, Gral. Av. y Zapiola",AVENIDA,12,-34.5407313,-58.48098594,MULTIPLE,AUTO,MULTIPLE
2018-0102,1,2018-09-21,2018,9,21,00:30:00,0,FAMATINA Y DIOGENES TABORDA,CALLE,4,-34.64640709,-58.41083404,MOTO-AUTO,MOTO,AUTO
2018-0103,1,2018-09-27,2018,9,27,17:51:00,17,Av. Castañares y Bonorino,AVENIDA,7,-34.64446729,-58.44609828,PEATON-MOTO,PEATON,MOTO
2018-0104,1,2018-10-01,2018,10,1,8:58:00,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,4,-34.64035082,-58.37709334,MOTO-MOTO,MOTO,MOTO
2018-0105,1,2018-10-03,2018,10,3,18:12:00,18,Nazca Av. y Rivadavia Av.,AVENIDA,7,-34.63070603,-58.46963952,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0106,1,2018-10-04,2018,10,4,22:02:00,22,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,13,-34.55161027,-58.43674281,MOTO-MOTO,MOTO,MOTO
2018-0107,1,2018-10-06,2018,10,6,14:20:00,14,Rivadavia Av. y Jujuy Av.,AVENIDA,3,-34.61011987,-58.4059686,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0108,1,2018-10-09,2018,10,9,14:00:00,14,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,1,-34.60463618,-58.36154069,MOTO-AUTO,MOTO,AUTO
2018-0109,1,2018-10-10,2018,10,10,22:12:00,22,"Tucuman y Alem, Leandro N. Av.",AVENIDA,1,-34.60066507,-58.37062179,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0110,1,2018-10-13,2018,10,13,03:05:00,3,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,15,-34.60207186,-58.43220014,PEATON-MOTO,PEATON,MOTO
2018-0111,1,2018-10-19,2018,10,19,12:13:00,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,9,-34.64949724,-58.46958442,MOTO-CARGAS,MOTO,CARGAS
2018-0112,1,2018-10-24,2018,10,24,09:18:00,9,Muñecas y Serrano,CALLE,15,-34.59970903,-58.44671397,MOTO-CARGAS,MOTO,CARGAS
2018-0113,1,2018-10-25,2018,10,25,11:00:00,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,11,-34.61474911,-58.47152163,MOTO-CARGAS,MOTO,CARGAS
2018-0114,1,2018-10-30,2018,10,30,02:15:00,2,Solis e Independencia Av.,AVENIDA,1,-34.61807951,-58.39032921,MOTO-AUTO,MOTO,AUTO
2018-0115,1,2018-10-31,2018,10,31,12:30:00,12,"Bosch, Ventura y Paz, Gral. Av.",CALLE,9,-34.64297861,-58.52887773,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0116,1,2018-11-01,2018,11,1,10:50:00,10,"Paz, Gral. Av. 14800",AVENIDA,8,-34.67981324,-58.49371157,PEATON-CARGAS,PEATON,CARGAS
2018-0117,1,2018-11-04,2018,11,4,8:15:00,8,Av. Eva Perón 5321,AVENIDA,9,-34.66012327,-58.48266599,MOTO-MOTO,MOTO,MOTO
2018-0118,1,2018-11-05,2018,11,5,14:49:00,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,3,-34.60774301,-58.40612253,PEATON-MOTO,PEATON,MOTO
2018-0119,1,2018-11-05,2018,11,5,22:35:00,22,Rabanal y San Pedrito,AVENIDA,8,-34.66292532,-58.43613623,PEATON-SD,PEATON,SD
2018-0120,1,2018-11-09,2018,11,9,13:34:00,13,Monroe y Alvarez Thomas Av.,AVENIDA,12,-34.57208238,-58.48250732,PEATON-AUTO,PEATON,AUTO
2018-0121,1,2018-11-09,2018,11,9,16:32:00,16,Rivadavia Av. y Manzoni,AVENIDA,10,-34.6374328,-58.49945705,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0122,1,2018-11-12,2018,11,12,01:00:00,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,8,-34.67233407,-58.47743966,AUTO-AUTO,AUTO,AUTO
2018-0123,1,2018-11-12,2018,11,12,03:32:00,3,"Paz, Gral. Av. y Peron, Eva Av.",AVENIDA,9,-34.67450313,-58.5025179,AUTO-SD,AUTO,SD
2018-0124,1,2018-11-15,2018,11,15,19:40:00,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,9,-34.63682499,-58.52144411,CARGAS-CARGAS,CARGAS,CARGAS
2018-0125,1,2018-11-16,2018,11,16,21:12:00,21,Saenz Av. y Ventana,AVENIDA,4,-34.65084045,-58.41650465,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0126,1,2018-11-18,2018,11,18,12:11:00,12,Avda. General Paz y Cnel. Ramón Falcón,AVENIDA,9,-34.64055918,-58.52994219,MOTO-AUTO,MOTO,AUTO
2018-0127,1,2018-11-19,2018,11,19,09:14:00,9,Av. Gral. Paz y Av. de los Constituyentes,AVENIDA,12,-34.56919739,-58.50993046,MOTO-MOTO,MOTO,MOTO
2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,"Paz, Gral. Av. 11200",AVENIDA,9,-34.64592873,-58.52844623,AUTO-PASAJEROS,AUTO,PASAJEROS
2018-0129,1,2018-11-28,2018,11,28,04:01:00,4,"Newbery, Jorge Av. y Guevara",AVENIDA,15,-34.58695347,-58.45021367,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0130,1,2018-12-03,2018,12,3,03:00:00,3,Gaona Av. y Segurola Av.,AVENIDA,10,-34.62770192,-58.49022072,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0131,1,2018-12-07,2018,12,7,19:10:00,19,"Madero, Eduardo Av. 550",AVENIDA,1,-34.60106568,-58.36860866,MOTO-CARGAS,MOTO,CARGAS
2018-0132,1,2018-12-12,2018,12,12,08:26:00,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,2,-34.57241534,-58.39490504,PEATON-CARGAS,PEATON,CARGAS
2018-0133,1,2018-12-12,2018,12,12,14:07:00,14,Nazca Av. y Rivadavia Av.,AVENIDA,7,-34.63070603,-58.46963952,PEATON-CARGAS,PEATON,CARGAS
2018-0134,1,2018-12-12,2018,12,12,21:00:00,21,La Plata Av. y Caseros Av.,AVENIDA,7,-34.64019887,-58.42349365,PEATON-MOTO,PEATON,MOTO
2018-0135,1,2018-12-18,2018,12,18,14:40:00,14,Belgrano Av. y Peru,AVENIDA,1,-34.61265002,-58.37471802,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0136,1,2018-12-18,2018,12,18,15:42:00,15,Rivadavia Av. 7013,AVENIDA,7,-34.62913916,-58.46438789,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0137,1,2018-12-18,2018,12,18,20:15:00,20,Adolfo Alsina y Santiago del Estero,CALLE,1,-34.61100424,-58.38481975,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0138,1,2018-12-21,2018,12,21,09:30:00,9,Bermudez 1893,CALLE,10,-34.62073702,-58.50751833,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
2018-0139,1,2018-12-22,2018,12,22,06:30:00,6,Santander 1974,CALLE,7,-34.63888084,-58.44682986,MOTO-MOTO,MOTO,MOTO
2018-0140,1,2018-12-22,2018,12,22,8:05:00,8,Julieta Lanteri 1400,CALLE,1,-34.61381341,-58.3600465,AUTO-AUTO,AUTO,AUTO
2018-0141,1,2018-12-22,2018,12,22,17:40:00,17,Maza y Av. Independencia,AVENIDA,5,-34.62085945,-58.41509546,PEATON-MOTO,PEATON,MOTO
2018-0142,1,2018-12-25,2018,12,25,13:30:00,13,"PAZ, GRAL. AV. 5172",AVENIDA,12,-34.57251072,-58.50997604,CARGAS-PASAJEROS,CARGAS,PASAJEROS
2018-0143,1,2018-12-29,2018,12,29,05:25:00,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,10,-34.64047818,-58.48606475,MOTO-AUTO,MOTO,AUTO
2019-0001,1,2019-01-08,2019,1,8,8:30:00,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,-34.5780581,-58.38526125,MOTO-CARGAS,MOTO,CARGAS
2019-0002,1,2019-01-09,2019,1,9,4:00:00,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,7,-34.65082149,-58.45463662,AUTO-CARGAS,AUTO,CARGAS
2019-0003,1,2019-01-12,2019,1,12,8:00:00,8,SAN MARTIN AV. Y TERRADA,AVENIDA,15,-34.59718073,-58.49121672,MOTO-AUTO,MOTO,AUTO
2019-0004,1,2019-01-14,2019,1,14,19:58:00,19,"PERON, EVA AV. Y MEDINA",AVENIDA,9,-34.65284605,-58.47325712,AUTO-PASAJEROS,AUTO,PASAJEROS
2019-0005,1,2019-01-19,2019,1,19,12:00:00,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,10,-34.63382309,-58.52108101,MOTO-CARGAS,MOTO,CARGAS
2019-0006,1,2019-01-23,2019,1,23,5:45:00,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,14,-34.55509606,-58.41652702,PEATON-AUTO,PEATON,AUTO
2019-0007,1,2019-01-26,2019,1,26,19:34:00,19,"MITRE, BARTOLOME Y YATAY",CALLE,5,-34.6107166,-58.42891604,MOTO-AUTO,MOTO,AUTO
2019-0008,1,2019-01-30,2019,1,30,22:45:00,22,"PAZ, GRAL. AV. 16080",AVENIDA,8,-34.69156793,-58.47802293,MULTIPLE,MOTO,MULTIPLE
2019-0009,1,2019-01-31,2019,1,31,14:55:00,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,1,-34.62200207,-58.37564821,MOTO-AUTO,MOTO,AUTO
2019-0010,2,2019-02-02,2019,2,2,7:50:00,7,DEL LIBERTADOR AV. 4100,AVENIDA,14,-34.56961468,-58.42668489,PEATON-AUTO,PEATON,AUTO
2019-0011,1,2019-02-10,2019,2,10,1:00:00,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,9,-34.66252488,-58.5183993,PEATON-AUTO,PEATON,AUTO
2019-0012,1,2019-02-17,2019,2,17,3:16:00,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,8,-34.67665828,-58.48432691,MOTO-AUTO,MOTO,AUTO
2019-0013,1,2019-02-20,2019,2,20,7:30:00,7,SALVIGNY Y MOM,CALLE,7,-34.64457699,-58.4338383,PEATON-AUTO,PEATON,AUTO
2019-0014,1,2019-02-20,2019,2,20,17:30:00,17,"LAMARCA, EMILIO 5402",CALLE,11,-34.58657938,-58.51664939,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0015,1,2019-02-23,2019,2,23,6:57:00,6,SAN MARTIN AV. 5638,AVENIDA,11,-34.59703502,-58.49613012,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2019-0016,1,2019-02-24,2019,2,24,2:00:00,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,4,-34.63356284,-58.38313603,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0017,1,2019-03-03,2019,3,3,7:00:00,7,MEXICO Y PICHINCHA,CALLE,3,-34.61632317,-58.39914719,AUTO-PASAJEROS,AUTO,PASAJEROS
2019-0018,1,2019-03-03,2019,3,3,23:30:00,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,-34.54048625,-58.44927253,PEATON-AUTO,PEATON,AUTO
2019-0019,1,2019-03-06,2019,3,6,12:00:00,12,DEL LIBERTADOR AV. 6326,AVENIDA,13,-34.55374003,-58.45049163,MOTO-AUTO,MOTO,AUTO
2019-0020,1,2019-03-07,2019,3,7,21:01:00,21,CHICLANA AV. 3444,AVENIDA,5,-34.63572989,-58.41288952,MOTO-AUTO,MOTO,AUTO
2019-0021,1,2019-03-15,2019,3,15,22:50:00,22,BOYACA AV. Y YERBAL,AVENIDA,7,-34.62561234,-58.45743597,MOTO-AUTO,MOTO,AUTO
2019-0022,1,2019-03-15,2019,3,15,0:00:00,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,1,-34.62352245,-58.39123782,AUTO-SD,AUTO,SD
2019-0023,1,2019-03-16,2019,3,16,8:28:00,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",AVENIDA,9,-34.63637963,-58.52922765,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2019-0024,1,2019-03-19,2019,3,19,7:12:00,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,1,-34.58541957,-58.37208118,MOTO-CARGAS,MOTO,CARGAS
2019-0025,1,2019-03-22,2019,3,22,13:10:00,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,5,-34.60937557,-58.41458534,PEATON-AUTO,PEATON,AUTO
2019-0026,1,2019-03-28,2019,3,28,7:32:00,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,8,-34.69153196,-58.47976785,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0027,1,2019-03-28,2019,3,28,11:11:00,11,SANTA FE AV. Y AZCUENAGA,AVENIDA,2,-34.59511714,-58.39990285,MULTIPLE,BICICLETA,MULTIPLE
2019-0028,1,2019-04-06,2019,4,6,9:15:00,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,11,-34.60588536,-58.46051346,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0029,1,2019-04-07,2019,4,7,10:15:00,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,8,-34.69153196,-58.47976785,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0030,1,2019-04-09,2019,4,9,16:00:00,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,7,-34.62447891,-58.45457546,MOTO-CARGAS,MOTO,CARGAS
2019-0031,1,2019-04-12,2019,4,12,19:55:00,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,-34.59832047,-58.36951669,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0032,1,2019-04-16,2019,4,16,11:00:00,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,11,-34.6044379,-58.46415322,PEATON-AUTO,PEATON,AUTO
2019-0033,1,2019-04-18,2019,4,18,1:00:00,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,1,-34.62150748,-58.36607137,MOTO-SD,MOTO,SD
2019-0034,1,2019-04-21,2019,4,21,9:08:00,9,"MORENO, PERITO AV. 3050",AVENIDA,7,-34.65093074,-58.45537373,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0035,1,2019-04-23,2019,4,23,14:10:00,14,SUIPACHA 665,CALLE,1,-34.60053054,-58.37942637,PEATON-BICICLETA,PEATON,BICICLETA
2019-0036,1,2019-04-26,2019,4,26,22:46:00,22,RIGLOS Y FORMOSA,CALLE,6,-34.62147504,-58.4368044,MOTO-AUTO,MOTO,AUTO
2019-0037,1,2019-05-01,2019,5,1,23:10:00,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,3,-34.61971907,-58.40778291,MOTO-AUTO,MOTO,AUTO
2019-0038,1,2019-05-04,2019,5,4,14:10:00,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,13,-34.54628513,-58.45212523,PEATON-MOTO,PEATON,MOTO
2019-0039,1,2019-05-09,2019,5,9,3:05:00,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,-34.63551751,-58.46749188,MOTO-AUTO,MOTO,AUTO
2019-0040,1,2019-05-09,2019,5,9,12:45:00,12,PUAN Y SANTANDER,CALLE,7,-34.63679732,-58.4426358,MOTO-SD,MOTO,SD
2019-0041,1,2019-05-11,2019,5,11,20:30:00,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,9,-34.65846419,-58.51140289,MULTIPLE,AUTO,MULTIPLE
2019-0042,1,2019-05-14,2019,5,14,15:00:00,15,LIMA Y CONSTITUCION,CALLE,1,-34.62465368,-58.38211431,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0043,1,2019-05-21,2019,5,21,9:00:00,9,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,-34.59832047,-58.36951669,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0044,1,2019-05-27,2019,5,27,12:45:00,12,BOEDO AV. 650,AVENIDA,5,-34.62036547,-58.41635217,PEATON-MOTO,PEATON,MOTO
2019-0045,1,2019-06-03,2019,6,3,7:27:00,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,14,-34.57579669,-58.41316147,MOTO-CARGAS,MOTO,CARGAS
2019-0046,1,2019-06-04,2019,6,4,9:00:00,9,GRAL PAZ Y CABILDO,AVENIDA,13,-34.53825652,-58.47617802,MOTO-AUTO,MOTO,AUTO
2019-0047,1,2019-06-06,2019,6,6,10:00:00,10,CASEROS AV. 1700,AVENIDA,4,-34.63330028,-58.38641783,PEATON-CARGAS,PEATON,CARGAS
2019-0048,1,2019-06-07,2019,6,7,7:00:00,7,AVELLANEDA AV. 1548,AVENIDA,6,-34.62038137,-58.45322169,MOTO-CARGAS,MOTO,CARGAS
2019-0049,1,2019-06-08,2019,6,8,9:20:00,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,13,-34.56166498,-58.45849057,PEATON-CARGAS,PEATON,CARGAS
2019-0050,1,2019-06-08,2019,6,8,23:35:00,23,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,14,-34.59411677,-58.41829559,MOTO-CARGAS,MOTO,CARGAS
2019-0051,1,2019-06-11,2019,6,11,10:00:00,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,4,-34.63832093,-58.36376488,MOTO-AUTO,MOTO,AUTO
2019-0053,1,2019-06-14,2019,6,14,17:20:00,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,8,-34.66004784,-58.46442668,AUTO-AUTO,AUTO,AUTO
2019-0054,1,2019-06-20,2019,6,20,3:00:00,3,GANDARA 2976,CALLE,15,-34.58428769,-58.48222035,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0055,1,2019-06-20,2019,6,20,19:45:00,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,1,-34.60283208,-58.36819005,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0056,1,2019-06-29,2019,6,29,17:16:00,17,BOYACA AV. 305,AVENIDA,7,-34.62330939,-58.45877601,PEATON-AUTO,PEATON,AUTO
2019-0057,1,2019-07-05,2019,7,5,19:00:00,19,ARTILLEROS Y LA PAMPA,CALLE,13,-34.55760517,-58.44196498,PEATON-AUTO,PEATON,AUTO
2019-0058,1,2019-07-10,2019,7,10,9:20:00,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,10,-34.63627822,-58.50622631,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0059,1,2019-07-13,2019,7,13,22:35:00,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,1,-34.63099197,-58.3841088,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0060,1,2019-07-17,2019,7,17,11:20:00,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-34.63504312,-58.48100602,PEATON-AUTO,PEATON,AUTO
2019-0061,1,2019-07-17,2019,7,17,18:40:00,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,13,-34.5578132,-58.45200171,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0062,1,2019-08-01,2019,8,1,23:00:00,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,13,-34.56201105,-58.44462132,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0063,1,2019-08-04,2019,8,4,1:30:00,1,FOREST AV. Y MAURE,AVENIDA,15,-34.58711712,-58.45220688,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0064,1,2019-08-06,2019,8,6,3:15:00,3,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,7,-34.6224514,-58.4596221,MOTO-AUTO,MOTO,AUTO
2019-0065,1,2019-08-08,2019,8,8,16:45:00,16,BARCO CENTENERA DEL Y TILCARA,CALLE,4,-34.65414867,-58.4197085,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0066,1,2019-08-11,2019,8,11,21:15:00,21,RIESTRA AV. Y BOLIVAR,AVENIDA,7,-34.64938031,-58.44187596,PEATON-AUTO,PEATON,AUTO
2019-0067,1,2019-08-14,2019,8,14,15:00:00,15,"CASTRO, EMILIO 4706",CALLE,10,-34.64276621,-58.49101637,MOTO-CARGAS,MOTO,CARGAS
2019-0068,1,2019-08-14,2019,8,14,17:40:00,17,27 DE FEBRERO AV. 5600,AVENIDA,8,-34.66256502,-58.42493829,MOTO-MOTO,MOTO,MOTO
2019-0069,1,2019-08-17,2019,8,17,5:25:00,5,"GARAY, JUAN DE AV. 2874",AVENIDA,4,-34.62930162,-58.40489318,MOTO-AUTO,MOTO,AUTO
2019-0070,1,2019-08-22,2019,8,22,12:30:00,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,14,-34.59217875,-58.4268668,MOTO-BICICLETA,MOTO,BICICLETA
2019-0071,1,2019-08-27,2019,8,27,11:30:00,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,9,-34.65620398,-58.479611,PEATON-CARGAS,PEATON,CARGAS
2019-0072,1,2019-08-28,2019,8,28,6:20:00,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,10,-34.63524207,-58.47439934,AUTO-AUTO,AUTO,AUTO
2019-0073,1,2019-08-29,2019,8,29,1:50:00,1,ALVAREZ THOMAS AV. 1788,AVENIDA,15,-34.57926018,-58.46711912,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2019-0074,1,2019-08-29,2019,8,29,9:00:00,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,13,-34.53465378,-58.46514781,MOTO-CARGAS,MOTO,CARGAS
2019-0075,1,2019-08-30,2019,8,30,23:20:00,23,SAN ANTONIO Y LUJAN,CALLE,4,-34.65584079,-58.37571078,MOTO-PASAJEROS,MOTO,PASAJEROS
